occupation,soc_code,emp_2024,emp_2034,emp_change_num,emp_change_pct,median_wage_2024,education_required,annual_openings,automation_prob,occupation_fo,risk_tier,soc_major,occupation_group,education_level,wage_norm,edu_norm,adaptive_capacity_score,vulnerable,growth_direction,genai_exposure_2025,genai_exposure_2023,cluster,cluster_label,pca_1,pca_2
"      Switchboard operators, including answering service",43-2011,36.6,27.0,-9.6,-26.3,38370.0,High school diploma or equivalent,2.8,0.96,"Switchboard operators, including answering service",High,43,Office & Admin Support,1.0,0.0417939319894115,0.1666666666666666,0.1042302993280391,True,Declining,0.54,0.58,3.0,High Exposure / Low Resilience,-0.06233299272592618,2.073919447892507
      Telephone operators,43-2021,4.0,2.9,-1.1,-27.5,39130.0,High school diploma or equivalent,0.3,0.97,Telephone operators,High,43,Office & Admin Support,1.0,0.0456627978008552,0.1666666666666666,0.1061647322337609,True,Declining,0.54,0.58,3.0,High Exposure / Low Resilience,-0.0467796409776523,2.0610148331265865
      Bill and account collectors,43-3011,166.9,149.4,-17.5,-10.5,46040.0,High school diploma or equivalent,13.7,0.95,Bill and account collectors,High,43,Office & Admin Support,1.0,0.0808389330075341,0.1666666666666666,0.1237527998371003,True,Declining,0.43,0.57,3.0,High Exposure / Low Resilience,-0.27543565627027694,1.2712122691557262
      Billing and posting clerks,43-3021,429.8,427.9,-1.9,-0.4,47170.0,High school diploma or equivalent,42.2,0.96,Billing and posting clerks,High,43,Office & Admin Support,1.0,0.0865913255956017,0.1666666666666666,0.1266289961311341,False,Declining,0.64,0.69,3.0,High Exposure / Low Resilience,0.45418456364519594,2.535836181925079
"      Bookkeeping, accounting, and auditing clerks",43-3031,1613.4,1519.1,-94.3,-5.8,49210.0,"Some college, no degree",170.0,0.98,"Bookkeeping, accounting, and auditing clerks",High,43,Office & Admin Support,2.0,0.0969761759315821,0.3333333333333333,0.2151547546324577,False,Declining,0.565,0.585,3.0,High Exposure / Low Resilience,0.6285775769152941,1.9481458122299566
      Gambling cage workers,43-3041,14.1,13.4,-0.7,-5.0,36990.0,High school diploma or equivalent,1.3,0.39,Gaming cage workers,Medium,43,Office & Admin Support,1.0,0.0347688861738953,0.1666666666666666,0.100717776420281,False,Declining,0.45,0.52,3.0,High Exposure / Low Resilience,-0.3933581086787374,1.5471467812511912
      Payroll and timekeeping clerks,43-3051,161.1,134.2,-27.0,-16.7,55290.0,High school diploma or equivalent,13.0,0.97,Payroll and timekeeping clerks,High,43,Office & Admin Support,1.0,0.1279271024231317,0.1666666666666666,0.1472968845448992,False,Declining,0.61,0.62,3.0,High Exposure / Low Resilience,0.5194320135909994,2.2145589842399045
      Procurement clerks,43-3061,61.9,56.6,-5.4,-8.7,48510.0,High school diploma or equivalent,4.6,0.98,Procurement clerks,High,43,Office & Admin Support,1.0,0.0934127468947261,0.1666666666666666,0.1300397067806963,False,Declining,0.6,0.68,3.0,High Exposure / Low Resilience,0.347037132539656,2.2685478728352417
      Tellers,43-3071,347.4,302.5,-44.9,-12.9,39340.0,High school diploma or equivalent,29.8,0.98,Tellers,High,43,Office & Admin Support,1.0,0.046731826511912,0.1666666666666666,0.1066992465892893,True,Declining,0.58,0.72,3.0,High Exposure / Low Resilience,0.09208844171976155,2.3019845199964535
      Brokerage clerks,43-4011,40.8,36.9,-3.9,-9.5,62940.0,High school diploma or equivalent,4.1,0.98,Brokerage clerks,High,43,Office & Admin Support,1.0,0.1668702911830584,0.1666666666666666,0.1667684789248625,False,Declining,0.64,0.66,3.0,High Exposure / Low Resilience,0.7769166124218786,2.268065425532226
      Correspondence clerks,43-4021,6.9,6.5,-0.4,-5.6,46740.0,High school diploma or equivalent,0.7,0.86,Correspondence clerks,High,43,Office & Admin Support,1.0,0.0844023620443901,0.1666666666666666,0.1255345143555284,True,Declining,0.6,0.72,3.0,High Exposure / Low Resilience,0.3108141949153866,2.2986020414348203
"      Court, municipal, and license clerks",43-4031,180.4,185.9,5.5,3.0,47700.0,High school diploma or equivalent,18.5,0.46,"Court, municipal, and license clerks",Medium,43,Office & Admin Support,1.0,0.0892893504377927,0.1666666666666666,0.1279780085522296,False,Growing,0.43,0.63,3.0,High Exposure / Low Resilience,-0.24146386166220518,1.2430258737459523
"      Credit authorizers, checkers, and clerks",43-4041,12.0,11.3,-0.7,-6.2,49130.0,High school diploma or equivalent,1.0,0.97,"Credit authorizers, checkers, and clerks",High,43,Office & Admin Support,1.0,0.0965689268987986,0.1666666666666666,0.1316177967827326,False,Declining,0.64,0.66,3.0,High Exposure / Low Resilience,0.4942958392065338,2.5025558596340205
      Customer service representatives,43-4051,2814.0,2660.3,-153.7,-5.5,42830.0,High school diploma or equivalent,341.7,0.55,Customer service representatives,Medium,43,Office & Admin Support,1.0,0.0644980655670942,0.1666666666666666,0.1155823661168804,False,Declining,0.58,0.72,3.0,High Exposure / Low Resilience,0.16351107014275573,2.2427251706108446
"      Eligibility interviewers, government programs",43-4061,166.8,168.5,1.7,1.0,51500.0,High school diploma or equivalent,14.0,0.7,"Eligibility interviewers, government programs",High,43,Office & Admin Support,1.0,0.1086336794950112,0.1666666666666666,0.1376501730808389,False,Growing,0.435,0.515,3.0,High Exposure / Low Resilience,-0.14687579716706983,1.2090697293771948
      File clerks,43-4071,84.3,70.9,-13.4,-15.9,41270.0,High school diploma or equivalent,7.3,0.97,File clerks,High,43,Office & Admin Support,1.0,0.0565567094278151,0.1666666666666666,0.1116116880472408,True,Declining,0.37,0.44,3.0,High Exposure / Low Resilience,-0.574909072472398,0.9854025530379996
"      Hotel, motel, and resort desk clerks",43-4081,264.2,274.0,9.9,3.7,34270.0,High school diploma or equivalent,43.6,0.94,"Hotel, motel, and resort desk clerks",High,43,Office & Admin Support,1.0,0.0209224190592547,0.1666666666666666,0.0937945428629607,True,Growing,0.51,0.68,3.0,High Exposure / Low Resilience,-0.2471670669431573,1.9601348718383198
"      Interviewers, except eligibility and loan",43-4111,164.3,145.1,-19.1,-11.6,43830.0,High school diploma or equivalent,15.8,0.94,"Interviewers, except eligibility and loan",High,43,Office & Admin Support,1.0,0.0695886784768886,0.1666666666666666,0.1181276725717776,True,Declining,0.55,0.71,3.0,High Exposure / Low Resilience,0.08304817213104704,2.0423438375748217
"      Library assistants, clerical",43-4121,84.5,78.9,-5.6,-6.7,36010.0,High school diploma or equivalent,12.8,0.95,"Library assistants, clerical",High,43,Office & Admin Support,1.0,0.0297800855222968,0.1666666666666666,0.0982233760944817,True,Declining,0.46,0.4,3.0,High Exposure / Low Resilience,-0.3797711349518745,1.6249208013184122
      Loan interviewers and clerks,43-4131,177.6,173.5,-4.1,-2.3,48950.0,High school diploma or equivalent,13.3,0.92,Loan interviewers and clerks,High,43,Office & Admin Support,1.0,0.0956526165750356,0.1666666666666666,0.1311596416208511,False,Declining,0.64,0.66,3.0,High Exposure / Low Resilience,0.49061215063457414,2.5056122157627914
      New accounts clerks,43-4141,38.9,33.8,-5.2,-13.2,46610.0,High school diploma or equivalent,2.3,0.99,New accounts clerks,High,43,Office & Admin Support,1.0,0.0837405823661168,0.1666666666666666,0.1252036245163917,True,Declining,0.64,0.66,3.0,High Exposure / Low Resilience,0.44272419919909917,2.5453448454368104
      Order clerks,43-4151,89.5,74.1,-15.4,-17.2,44660.0,"Some college, no degree",8.0,0.98,Order clerks,High,43,Office & Admin Support,2.0,0.0738138871920179,0.3333333333333333,0.2035736102626756,False,Declining,0.63,0.72,3.0,High Exposure / Low Resilience,0.7541390905897177,2.4227737862537664
"      Human resources assistants, except payroll and timekeeping",43-4161,95.2,88.4,-6.8,-7.1,49440.0,Associate's degree,9.0,0.9,"Human resources assistants, except payroll and timekeeping",High,43,Office & Admin Support,3.0,0.0981470169008348,0.5,0.2990735084504174,False,Declining,0.6,0.71,3.0,High Exposure / Low Resilience,1.1359977816835394,2.063661249523859
      Receptionists and information clerks,43-4171,1007.2,1007.6,0.3,0.0,37230.0,High school diploma or equivalent,128.5,0.96,Receptionists and information clerks,High,43,Office & Admin Support,1.0,0.0359906332722459,0.1666666666666666,0.1013286499694563,True,Stable,0.5733333333333333,0.6933333333333334,3.0,High Exposure / Low Resilience,0.026479018010102447,2.29705589978036
      Reservation and transportation ticket agents and travel clerks,43-4181,131.9,135.6,3.7,2.8,41460.0,High school diploma or equivalent,14.4,0.61,Reservation and transportation ticket agents and travel clerks,Medium,43,Office & Admin Support,1.0,0.057523925880676,0.1666666666666666,0.1120952962736713,False,Growing,0.56,0.74,3.0,High Exposure / Low Resilience,0.06818888410777746,2.143719718858661
      Cargo and freight agents,43-5011,100.6,109.2,8.6,8.5,49900.0,High school diploma or equivalent,8.8,0.99,Cargo and freight agents,High,43,Office & Admin Support,1.0,0.1004886988393402,0.1666666666666666,0.1335776827530034,False,Growing,0.505,0.515,3.0,High Exposure / Low Resilience,0.0558785849682349,1.6641743518625534
      Couriers and messengers,43-5021,247.2,267.6,20.4,8.2,38340.0,High school diploma or equivalent,27.9,0.94,Couriers and messengers,High,43,Office & Admin Support,1.0,0.0416412136021177,0.1666666666666666,0.1041539401343921,True,Growing,0.31,0.2925,1.0,Low Exposure / Stable,-0.8367270054944875,0.6683500853817282
        Public safety telecommunicators,43-5031,105.2,108.9,3.6,3.5,50730.0,High school diploma or equivalent,10.7,0.49,"Police, fire, and ambulance dispatchers",Medium,43,Office & Admin Support,1.0,0.1047139075544695,0.1666666666666666,0.1356902871105681,False,Growing,0.2,0.21,1.0,Low Exposure / Stable,-0.9532351687074534,-0.21450154295392748
"        Dispatchers, except police, fire, and ambulance",43-5032,218.7,216.7,-2.1,-0.9,48880.0,High school diploma or equivalent,18.5,0.96,"Dispatchers, except police, fire, and ambulance",High,43,Office & Admin Support,1.0,0.09529627367135,0.1666666666666666,0.1309814701690083,False,Declining,0.5,0.55,3.0,High Exposure / Low Resilience,0.018183043973364683,1.6509267737980748
"      Meter readers, utilities",43-5041,20.1,17.7,-2.4,-12.0,49180.0,High school diploma or equivalent,1.3,0.85,"Meter readers, utilities",High,43,Office & Admin Support,1.0,0.0968234575442883,0.1666666666666666,0.1317450621054774,False,Declining,0.38,0.36,3.0,High Exposure / Low Resilience,-0.37938881316375267,0.9122265398564908
        Postal service clerks,43-5051,74.2,71.6,-2.6,-3.5,61630.0,No formal educational credential,6.1,0.95,Postal service clerks,High,43,Office & Admin Support,0.0,0.1602015882712278,0.0,0.0801007941356139,True,Declining,0.495,0.6,3.0,High Exposure / Low Resilience,-0.12267445036097574,1.4984156768723393
        Postal service mail carriers,43-5052,319.4,308.1,-11.3,-3.5,57490.0,No formal educational credential,20.6,0.68,Postal service mail carriers,Medium,43,Office & Admin Support,0.0,0.1391264508246793,0.0,0.0695632254123396,False,Declining,0.41,0.48,3.0,High Exposure / Low Resilience,-0.49336148533006785,1.049074066999686
"        Postal service mail sorters, processors, and processing machine operators",43-5053,106.4,97.5,-8.9,-8.4,56530.0,No formal educational credential,7.8,0.79,"Postal service mail sorters, processors, and processing machine operators",High,43,Office & Admin Support,0.0,0.1342394624312767,0.0,0.0671197312156383,True,Declining,0.41,0.48,3.0,High Exposure / Low Resilience,-0.5130078243805192,1.0653746330197966
"      Production, planning, and expediting clerks",43-5061,388.8,381.7,-7.1,-1.8,57770.0,High school diploma or equivalent,34.1,0.88,"Production, planning, and expediting clerks",High,43,Office & Admin Support,1.0,0.1405518224394217,0.1666666666666666,0.1536092445530441,False,Declining,0.44,0.6,3.0,High Exposure / Low Resilience,-0.0017393394900446146,1.1331735870191952
"      Shipping, receiving, and inventory clerks",43-5071,862.2,795.8,-66.3,-7.7,43190.0,High school diploma or equivalent,69.3,0.98,"Shipping, receiving, and traffic clerks",High,43,Office & Admin Support,1.0,0.0663306862146202,0.1666666666666666,0.1164986764406434,True,Declining,0.47,0.405,3.0,High Exposure / Low Resilience,-0.19919027929617633,1.5641400102146952
"      Weighers, measurers, checkers, and samplers, recordkeeping",43-5111,49.8,47.4,-2.4,-4.8,45650.0,High school diploma or equivalent,5.3,0.95,"Weighers, measurers, checkers, and samplers, recordkeeping",High,43,Office & Admin Support,1.0,0.0788535939727143,0.1666666666666666,0.1227601303196904,True,Declining,0.37,0.35,3.0,High Exposure / Low Resilience,-0.48527265055471447,0.9110312205712464
      Executive secretaries and executive administrative assistants,43-6011,502.8,494.9,-7.9,-1.6,74260.0,High school diploma or equivalent,50.0,0.86,Executive secretaries and executive administrative assistants,High,43,Office & Admin Support,1.0,0.2244960293219303,0.1666666666666666,0.1955813479942985,False,Declining,0.54,0.58,3.0,High Exposure / Low Resilience,0.6721535786497957,1.4645159953281754
      Legal secretaries and administrative assistants,43-6012,156.3,147.3,-9.0,-5.8,54140.0,High school diploma or equivalent,19.6,0.98,Legal secretaries,High,43,Office & Admin Support,1.0,0.1220728975768682,0.1666666666666666,0.1443697821217674,False,Declining,0.55,0.64,3.0,High Exposure / Low Resilience,0.29404166755828837,1.8672825504213455
      Medical secretaries and administrative assistants,43-6013,850.0,885.3,35.3,4.2,44640.0,High school diploma or equivalent,85.9,0.81,Medical secretaries,High,43,Office & Admin Support,1.0,0.073712074933822,0.1666666666666666,0.1201893708002443,True,Growing,0.53,0.61,3.0,High Exposure / Low Resilience,0.032339547689801136,1.9063225171519702
"      Secretaries and administrative assistants, except legal, medical, and executive",43-6014,1944.0,1913.2,-30.8,-1.6,46290.0,High school diploma or equivalent,202.8,0.96,"Secretaries and administrative assistants, except legal, medical, and executive",High,43,Office & Admin Support,1.0,0.0821115862349826,0.1666666666666666,0.1243891264508246,True,Declining,0.58,0.64,3.0,High Exposure / Low Resilience,0.23431975047042347,2.1839752139133637
        Data entry keyers,43-9021,141.6,104.9,-36.7,-25.9,39850.0,High school diploma or equivalent,9.5,0.99,Data entry keyers,High,43,Office & Admin Support,1.0,0.0493280390959071,0.1666666666666666,0.1079973528812869,True,Declining,0.7,0.7,3.0,High Exposure / Low Resilience,0.506236897430697,3.026931151358569
        Word processors and typists,43-9022,40.0,25.6,-14.4,-36.1,47850.0,High school diploma or equivalent,2.2,0.81,Word processors and typists,High,43,Office & Admin Support,1.0,0.0900529423742618,0.1666666666666666,0.1283598045204642,False,Declining,0.65,0.77,3.0,High Exposure / Low Resilience,0.5017433319801307,2.585423806582526
      Desktop publishers,43-9031,5.0,4.4,-0.6,-12.4,53620.0,Associate's degree,0.4,0.16,Desktop publishers,Low,43,Office & Admin Support,3.0,0.1194257788637751,0.5,0.3097128894318876,False,Declining,0.38,0.26,2.0,High Exposure / Adaptable,0.48140376313334265,0.6477409720340802
      Insurance claims and policy processing clerks,43-9041,256.7,247.2,-9.5,-3.7,48450.0,High school diploma or equivalent,20.3,0.98,Insurance claims and policy processing clerks,High,43,Office & Admin Support,1.0,0.0931073101201384,0.1666666666666666,0.1298869883934025,False,Declining,0.64,0.66,3.0,High Exposure / Low Resilience,0.4803796823791307,2.5141020938982654
"      Mail clerks and mail machine operators, except postal service",43-9051,67.4,62.9,-4.4,-6.6,38150.0,High school diploma or equivalent,6.9,0.94,"Mail clerks and mail machine operators, except postal service",High,43,Office & Admin Support,1.0,0.0406739971492567,0.1666666666666666,0.1036703319079617,True,Declining,0.41,0.48,3.0,High Exposure / Low Resilience,-0.5041892283562368,1.2829148282901246
"      Office clerks, general",43-9061,2646.0,2468.2,-177.8,-6.7,43630.0,High school diploma or equivalent,282.4,0.96,"Office clerks, general",High,43,Office & Admin Support,1.0,0.0685705558949297,0.1666666666666666,0.1176186112807982,True,Declining,0.6,0.68,3.0,High Exposure / Low Resilience,0.24716824236652907,2.3514090834374692
"      Office machine operators, except computer",43-9071,25.5,21.6,-3.9,-15.2,39020.0,High school diploma or equivalent,2.8,0.92,"Office machine operators, except computer",High,43,Office & Admin Support,1.0,0.0451028303807778,0.1666666666666666,0.1058847485237222,True,Declining,0.37,0.44,3.0,High Exposure / Low Resilience,-0.6209551796218931,1.0236070046476333
      Proofreaders and copy markers,43-9081,12.0,11.9,-0.1,-0.6,49210.0,Bachelor's degree,1.9,0.84,Proofreaders and copy markers,High,43,Office & Admin Support,4.0,0.0969761759315821,0.6666666666666666,0.3818214212991244,False,Declining,0.51,0.65,2.0,High Exposure / Adaptable,1.2134714718126274,1.4228141381812522
      Statistical assistants,43-9111,6.5,6.3,-0.2,-2.5,51440.0,Bachelor's degree,0.8,0.66,Statistical assistants,Medium,43,Office & Admin Support,4.0,0.1083282427204235,0.6666666666666666,0.3874974546935451,False,Declining,0.57,0.48,2.0,High Exposure / Adaptable,1.460963949277096,1.7517524352271867
"      First-line supervisors of farming, fishing, and forestry workers",45-1011,65.4,67.0,1.6,2.5,59330.0,High school diploma or equivalent,8.5,0.57,"First-line supervisors of farming, fishing, and forestry workers",Medium,45,Farming & Fishing,1.0,0.1484931785787009,0.1666666666666666,0.1575799226226837,False,Growing,0.1746153846153846,0.2030769230769231,1.0,Low Exposure / Stable,-0.8626371900791013,-0.5157133964545307
      Agricultural inspectors,45-2011,14.7,14.9,0.2,1.5,50990.0,Bachelor's degree,2.2,0.94,Agricultural inspectors,High,45,Farming & Fishing,4.0,0.106037466911016,0.6666666666666666,0.3863520667888414,False,Growing,0.3033333333333333,0.34,2.0,High Exposure / Adaptable,0.5546184209796784,0.12915708763733771
      Animal breeders,45-2021,7.9,8.1,0.2,2.4,52000.0,High school diploma or equivalent,1.2,0.95,Animal breeders,High,45,Farming & Fishing,1.0,0.1111789859499083,0.1666666666666666,0.1389228263082875,False,Growing,0.1983333333333333,0.235,1.0,Low Exposure / Stable,-0.9328518012565495,-0.2462548099049806
"      Graders and sorters, agricultural products",45-2041,38.9,36.8,-2.1,-5.4,35430.0,No formal educational credential,5.1,0.41,"Graders and sorters, agricultural products",Medium,45,Farming & Fishing,0.0,0.0268275300346161,0.0,0.013413765017308,False,Declining,0.1866666666666666,0.18,1.0,Low Exposure / Stable,-1.6961696417617746,0.0583246410856914
      Forest and conservation workers,45-4011,10.8,10.3,-0.5,-4.7,43680.0,High school diploma or equivalent,2.0,0.87,Forest and conservation workers,High,45,Farming & Fishing,1.0,0.0688250865404194,0.1666666666666666,0.117745876603543,True,Declining,0.105,0.125,1.0,Low Exposure / Stable,-1.417117780430758,-0.675565920999813
        Fallers,45-4021,5.6,5.2,-0.4,-7.3,53900.0,High school diploma or equivalent,0.7,0.76,Fallers,High,45,Farming & Fishing,1.0,0.1208511504785176,0.1666666666666666,0.1437589085725921,False,Declining,0.12,0.14,1.0,Low Exposure / Stable,-1.157502212028198,-0.7573982417063664
        Logging equipment operators,45-4022,30.9,30.5,-0.4,-1.4,49210.0,High school diploma or equivalent,4.2,0.79,Logging equipment operators,High,45,Farming & Fishing,1.0,0.0969761759315821,0.1666666666666666,0.1318214212991244,False,Declining,0.12,0.13,1.0,Low Exposure / Stable,-1.2534827642642565,-0.6777631847956191
        Log graders and scalers,45-4023,4.6,4.6,0.0,-0.7,46710.0,High school diploma or equivalent,0.6,0.97,Log graders and scalers,High,45,Farming & Fishing,1.0,0.0842496436570963,0.1666666666666666,0.1254581551618814,True,Declining,0.12,0.14,1.0,Low Exposure / Stable,-1.3046451055414732,-0.6353137941182487
      First-line supervisors of construction trades and extraction workers,47-1011,921.6,970.6,49.0,5.3,78690.0,High school diploma or equivalent,74.4,0.17,First-line supervisors of construction trades and extraction workers,Low,47,Construction & Extraction,1.0,0.2470474445123192,0.1666666666666666,0.2068570555894929,False,Growing,0.285,0.25,1.0,Low Exposure / Stable,-0.09507334604904127,-0.16961772745526116
      Boilermakers,47-2011,10.4,10.1,-0.2,-2.4,73340.0,High school diploma or equivalent,0.8,0.68,Boilermakers,Medium,47,Construction & Extraction,1.0,0.2198126654449196,0.1666666666666666,0.1932396660557931,False,Declining,0.21,0.21,1.0,Low Exposure / Stable,-0.4568803426887739,-0.5372799733183756
        Brickmasons and blockmasons,47-2021,74.1,76.4,2.4,3.2,60800.0,High school diploma or equivalent,5.6,0.82,Brickmasons and blockmasons,High,47,Construction & Extraction,1.0,0.1559763795560985,0.1666666666666666,0.1613215231113826,False,Growing,0.09,0.1,1.0,Low Exposure / Stable,-1.1172219846256761,-1.0579601367409839
        Stonemasons,47-2022,12.1,11.8,-0.4,-3.0,51990.0,High school diploma or equivalent,0.8,0.89,Stonemasons,High,47,Construction & Extraction,1.0,0.1111280798208104,0.1666666666666666,0.1388973732437385,False,Declining,0.11,0.12,1.0,Low Exposure / Stable,-1.2302328522715236,-0.7861007661505469
      Carpenters,47-2031,959.0,1002.1,43.1,4.5,59310.0,High school diploma or equivalent,74.1,0.72,Carpenters,High,47,Construction & Extraction,1.0,0.148391366320505,0.1666666666666666,0.1575290164935858,False,Growing,0.13,0.13,1.0,Low Exposure / Stable,-1.0131442939967692,-0.7881248642105049
        Carpet installers,47-2041,20.3,18.3,-1.9,-9.6,49850.0,No formal educational credential,1.1,0.87,Carpet Installers,High,47,Construction & Extraction,0.0,0.1002341681938505,0.0,0.0501170840969252,True,Declining,0.1,0.1,1.0,Low Exposure / Stable,-1.6926345570067323,-0.7163502216627089
"        Floor layers, except carpet, wood, and hard tiles",47-2042,33.7,36.9,3.2,9.5,54340.0,No formal educational credential,2.7,0.79,"Floor layers, except carpet, wood, and hard tiles",High,47,Construction & Extraction,0.0,0.1230910201588271,0.0,0.0615455100794135,True,Growing,0.1,0.1,1.0,Low Exposure / Stable,-1.600746992072851,-0.7925893273192665
        Floor sanders and finishers,47-2043,5.6,5.8,0.1,2.6,49150.0,No formal educational credential,0.4,0.87,Floor sanders and finishers,High,47,Construction & Extraction,0.0,0.0966707391569945,0.0,0.0483353695784972,True,Growing,0.1,0.1,1.0,Low Exposure / Stable,-1.7069600125643527,-0.7044643922730452
        Tile and stone setters,47-2044,52.6,58.0,5.3,10.1,52240.0,No formal educational credential,4.2,0.75,Tile and marble setters,High,47,Construction & Extraction,0.0,0.112400733048259,0.0,0.0562003665241295,True,Growing,0.1,0.1,1.0,Low Exposure / Stable,-1.643723358745713,-0.7569318391502753
        Cement masons and concrete finishers,47-2051,206.7,210.4,3.8,1.8,54660.0,No formal educational credential,14.3,0.94,Cement masons and concrete finishers,High,47,Construction & Extraction,0.0,0.1247200162899613,0.0,0.0623600081449806,True,Growing,0.1,0.09,1.0,Low Exposure / Stable,-1.5941982123893674,-0.7980228493259699
        Terrazzo workers and finishers,47-2053,1.5,1.3,-0.2,-11.1,57260.0,High school diploma or equivalent,0.1,0.88,Terrazzo workers and finishers,High,47,Construction & Extraction,1.0,0.1379556098554265,0.1666666666666666,0.1523111382610466,False,Declining,0.1,0.09,1.0,Low Exposure / Stable,-1.156025248366683,-0.9367179406201355
      Construction laborers,47-2061,1457.0,1563.4,106.5,7.3,46730.0,No formal educational credential,129.4,0.88,Construction labourers,High,47,Construction & Extraction,0.0,0.0843514559152922,0.0,0.0421757279576461,True,Growing,0.09,0.1,1.0,Low Exposure / Stable,-1.7901277704282303,-0.7245072410190423
"        Paving, surfacing, and tamping equipment operators",47-2071,47.0,48.6,1.5,3.2,51650.0,High school diploma or equivalent,4.0,0.83,"Paving, surfacing, and tamping equipment operators",High,47,Construction & Extraction,1.0,0.1093972714314803,0.1666666666666666,0.1380319690490735,False,Growing,0.13,0.12,1.0,Low Exposure / Stable,-1.1699057076701613,-0.6580599311750412
        Pile driver operators,47-2072,3.2,3.3,0.1,4.3,70510.0,High school diploma or equivalent,0.3,0.82,Pile-driver operators,High,47,Construction & Extraction,1.0,0.2054062309102015,0.1666666666666666,0.1860364487884341,False,Growing,0.13,0.12,1.0,Low Exposure / Stable,-0.7839370050748392,-0.9782981344451246
        Operating engineers and other construction equipment operators,47-2073,489.3,507.1,17.8,3.6,58710.0,High school diploma or equivalent,41.9,0.95,Operating engineers and other construction equipment operators,High,47,Construction & Extraction,1.0,0.1453369985746283,0.1666666666666666,0.1560018326206475,False,Growing,0.13,0.12,1.0,Low Exposure / Stable,-1.0254232559033016,-0.7779370104479356
        Drywall and ceiling tile installers,47-2081,103.1,107.4,4.3,4.2,58140.0,No formal educational credential,7.7,0.79,Drywall and ceiling tile installers,High,47,Construction & Extraction,0.0,0.1424353492160456,0.0,0.0712176746080228,True,Growing,0.11,0.12,1.0,Low Exposure / Stable,-1.4893376218239498,-0.795978542227178
        Tapers,47-2082,15.6,15.6,0.0,0.1,64700.0,No formal educational credential,1.1,0.62,Tapers,Medium,47,Construction & Extraction,0.0,0.1758297699042964,0.0,0.0879148849521482,False,Growing,0.11,0.12,1.0,Low Exposure / Stable,-1.3550876383125336,-0.9073657433645982
      Electricians,47-2111,818.7,896.1,77.4,9.5,62350.0,High school diploma or equivalent,81.0,0.15,Electricians,Low,47,Construction & Extraction,1.0,0.1638668295662797,0.1666666666666666,0.1652667481164732,False,Growing,0.19,0.18,1.0,Low Exposure / Stable,-0.7490752179584825,-0.47294016974403746
      Glaziers,47-2121,60.5,62.5,2.0,3.3,55440.0,High school diploma or equivalent,5.1,0.73,Glaziers,High,47,Construction & Extraction,1.0,0.1286906943596008,0.1666666666666666,0.1476786805131337,False,Growing,0.14,0.1,1.0,Low Exposure / Stable,-1.058700986786369,-0.6612793485202431
"        Insulation workers, floor, ceiling, and wall",47-2131,40.2,41.7,1.5,3.8,48680.0,No formal educational credential,3.4,0.83,"Insulation workers, floor, ceiling, and wall",High,47,Construction & Extraction,0.0,0.0942781510893911,0.0,0.0471390755446955,True,Growing,0.13,0.12,1.0,Low Exposure / Stable,-1.615650698201874,-0.5130823300606245
"        Insulation workers, mechanical",47-2132,27.2,28.5,1.3,4.7,57250.0,High school diploma or equivalent,2.3,0.64,"Insulation workers, mechanical",Medium,47,Construction & Extraction,1.0,0.1379047037263286,0.1666666666666666,0.1522856851964976,False,Growing,0.13,0.12,1.0,Low Exposure / Stable,-1.055302063209196,-0.7531465662923513
"        Painters, construction and maintenance",47-2141,342.2,355.2,13.0,3.8,48660.0,No formal educational credential,28.1,0.75,"Painters, construction and maintenance",High,47,Construction & Extraction,0.0,0.0941763388311952,0.0,0.0470881694155976,True,Growing,0.13,0.12,1.0,Low Exposure / Stable,-1.6160599969320917,-0.5127427349352055
        Paperhangers,47-2142,2.3,2.5,0.1,5.3,48260.0,No formal educational credential,0.2,0.87,Paperhangers,High,47,Construction & Extraction,0.0,0.0921400936672775,0.0,0.0460700468336387,True,Growing,0.13,0.12,1.0,Low Exposure / Stable,-1.6242459715364461,-0.5059508324268264
        Pipelayers,47-2151,34.4,32.9,-1.4,-4.1,48710.0,No formal educational credential,2.4,0.62,Pipelayers,Medium,47,Construction & Extraction,0.0,0.094430869476685,0.0,0.0472154347383425,False,Declining,0.18,0.16,1.0,Low Exposure / Stable,-1.4468236925688873,-0.2079224281402952
"        Plumbers, pipefitters, and steamfitters",47-2152,504.5,527.2,22.7,4.5,62970.0,High school diploma or equivalent,44.0,0.35,"Plumbers, pipefitters, and steamfitters",Medium,47,Construction & Extraction,1.0,0.1670230095703523,0.1666666666666666,0.1668448381185094,False,Growing,0.18,0.16,1.0,Low Exposure / Stable,-0.7700295688292643,-0.5446014775537174
      Plasterers and stucco masons,47-2161,24.2,25.2,1.0,4.1,56020.0,No formal educational credential,1.9,0.84,Plasterers and stucco masons,High,47,Construction & Extraction,0.0,0.1316432498472816,0.0,0.0658216249236408,True,Growing,0.11,0.12,1.0,Low Exposure / Stable,-1.5327232872270296,-0.7599814589327678
      Reinforcing iron and rebar workers,47-2171,19.4,20.3,0.9,4.6,59280.0,High school diploma or equivalent,1.5,0.9,Reinforcing iron and rebar workers,High,47,Construction & Extraction,1.0,0.1482386479332111,0.1666666666666666,0.1574526572999389,False,Growing,0.11,0.12,1.0,Low Exposure / Stable,-1.08104346510716,-0.9098831893657593
